Time,UID,PID,%usr,%system,%guest,%wait,%CPU,CPU,minflt/s,majflt/s,VSZ,RSS,%MEM,Command
19时59分09秒,1000,5624,6.00,2.00,0.00,0.00,4.08,0,85.00,24.00,2779256,171796,4.34,java

19时59分10秒,1000,5624,2.97,7.92,0.00,0.00,5.53,0,100.00,43.56,2779256,172308,4.35,java

19时59分11秒,1000,5624,10.10,4.04,0.00,0.00,7.41,0,127.27,43.43,2779256,172948,4.37,java

19时59分12秒,1000,5624,0.00,0.99,0.00,0.00,0.50,0,62.38,17.82,2779256,173204,4.37,java

19时59分13秒,1000,5624,2.00,3.00,0.00,0.00,2.51,0,71.00,26.00,2779256,173588,4.38,java

19时59分14秒,1000,5624,9.00,6.00,0.00,0.00,7.77,0,126.00,34.00,2779256,174100,4.40,java

19时59分15秒,1000,5624,7.00,4.00,0.00,0.00,5.56,0,87.00,34.00,2779256,174484,4.41,java

19时59分16秒,1000,5624,7.00,3.00,0.00,0.00,5.08,0,178.00,39.00,2779256,175380,4.43,java

19时59分17秒,1000,5624,4.00,3.00,0.00,0.00,3.55,0,112.00,28.00,2779256,175892,4.44,java

19时59分18秒,1000,5624,12.00,2.00,0.00,0.00,7.04,0,118.00,27.00,2779256,176404,4.45,java

19时59分19秒,1000,5624,1.00,1.00,0.00,0.00,1.00,0,16.00,13.00,2779256,176532,4.46,java

19时59分20秒,1000,5624,14.00,3.00,0.00,0.00,8.72,0,173.00,68.00,2779256,177428,4.48,java

19时59分21秒,1000,5624,1.00,2.00,0.00,0.00,1.53,0,62.00,27.00,2779256,177684,4.49,java

19时59分22秒,1000,5624,3.00,3.00,0.00,0.00,3.06,0,104.00,65.00,2779256,178324,4.50,java

19时59分23秒,1000,5624,34.00,1.00,0.00,0.00,17.50,0,80.00,42.00,2779256,178836,4.51,java

19时59分24秒,1000,5624,5.00,3.00,0.00,0.00,4.08,0,68.00,25.00,2779256,179092,4.52,java

19时59分25秒,1000,5624,2.00,4.00,0.00,0.00,3.02,0,73.00,29.00,2779256,179476,4.53,java

19时59分26秒,1000,5624,2.00,3.00,0.00,0.00,2.51,0,121.00,26.00,2779256,179988,4.54,java

19时59分27秒,1000,5624,9.00,2.00,0.00,0.00,5.53,0,203.00,61.00,2779256,180884,4.57,java

19时59分28秒,1000,5624,2.00,4.00,0.00,0.00,3.02,0,100.00,31.00,2779256,181396,4.58,java

19时59分29秒,1000,5624,5.00,3.00,0.00,0.00,4.08,0,146.00,42.00,2779256,182036,4.60,java

19时59分30秒,1000,5624,5.00,5.00,0.00,0.00,5.32,0,86.00,34.00,2779256,182548,4.61,java

19时59分31秒,1000,5624,3.00,1.00,0.00,0.00,2.00,0,110.00,9.00,2779256,182932,4.62,java

19时59分32秒,1000,5624,1.00,5.00,0.00,0.00,3.02,0,100.00,35.00,2779256,183444,4.63,java

19时59分33秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,9.00,5.00,2779256,183444,4.63,java

19时59分34秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,51.00,9.00,2779256,183572,4.63,java

19时59分35秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,10.00,4.00,2779256,183700,4.64,java

19时59分36秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,8.00,5.00,2779256,183700,4.64,java

19时59分37秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,53.00,5.00,2779256,183828,4.64,java

19时59分38秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,8.00,5.00,2779256,183956,4.64,java

19时59分39秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,11.00,5.00,2779256,183956,4.64,java

19时59分40秒,1000,5624,0.99,0.99,0.00,0.00,1.01,0,13.86,2.97,2779256,184084,4.65,java

19时59分41秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,9.00,3.00,2779256,184084,4.65,java

19时59分42秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,10.00,2.00,2779256,184084,4.65,java

19时59分43秒,1000,5624,2.00,0.00,0.00,0.00,1.02,0,51.00,12.00,2779256,184468,4.66,java

19时59分44秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,11.00,3.00,2779256,184468,4.66,java

19时59分45秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,8.00,7.00,2779256,184468,4.66,java

19时59分46秒,1000,5624,1.00,0.00,0.00,0.00,0.50,0,9.00,6.00,2779256,184596,4.66,java

19时59分47秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,10.00,3.00,2779256,184724,4.66,java

19时59分48秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,9.00,3.00,2779256,184724,4.66,java

19时59分49秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,12.00,7.00,2779256,184852,4.67,java

19时59分50秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,14.00,2.00,2779256,184852,4.67,java

19时59分51秒,1000,5624,1.00,1.00,0.00,0.00,1.01,0,9.00,3.00,2779256,184852,4.67,java

19时59分52秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,30.00,8.00,2779256,184980,4.67,java

19时59分53秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,9.00,5.00,2779256,184980,4.67,java

19时59分54秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,9.00,5.00,2779256,185108,4.67,java

19时59分55秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,12.00,6.00,2779256,185108,4.67,java

19时59分56秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,10.00,4.00,2779256,185236,4.68,java

19时59分57秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,5.00,7.00,2779256,185236,4.68,java

19时59分58秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,11.00,3.00,2779256,185236,4.68,java

19时59分59秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,9.00,9.00,2779256,185492,4.68,java

20时00分00秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,11.00,3.00,2779256,185492,4.68,java

20时00分01秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,16.00,5.00,2779256,185620,4.69,java

20时00分02秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,12.00,1.00,2779256,185620,4.69,java

20时00分03秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,10.00,3.00,2779256,185748,4.69,java

20时00分04秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,20.00,5.00,2779256,185748,4.69,java

20时00分05秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,11.00,4.00,2779256,185748,4.69,java

20时00分06秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,8.00,4.00,2779256,185876,4.69,java

20时00分07秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,10.00,6.00,2779256,185876,4.69,java

20时00分08秒,1000,5624,0.00,1.00,0.00,0.00,0.50,0,10.00,2.00,2779256,186004,4.70,java

20时00分09秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,18.00,4.00,2779256,186004,4.70,java

20时00分10秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,29.00,5.00,2779256,186260,4.70,java

20时00分11秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,13.00,1.00,2779256,186260,4.70,java

20时00分12秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,12.00,1.00,2779256,186260,4.70,java

20时00分13秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,12.00,2.00,2779256,186388,4.71,java

20时00分14秒,1000,5624,1.00,1.00,0.00,0.00,1.01,0,8.00,4.00,2779256,186388,4.71,java

20时00分15秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,1.00,2779256,186388,4.71,java

20时00分16秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.96,0.00,2779256,186388,4.71,java

20时00分17秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186388,4.71,java

20时00分18秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186388,4.71,java

20时00分19秒,1000,5624,1.00,1.00,0.00,0.00,1.02,0,8.00,3.00,2779256,186388,4.71,java

20时00分20秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,186388,4.71,java

20时00分21秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186388,4.71,java

20时00分22秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,186388,4.71,java

20时00分23秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,1.00,2779256,186388,4.71,java

20时00分24秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186388,4.71,java

20时00分25秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,1.00,2779256,186388,4.71,java

20时00分26秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,186388,4.71,java

20时00分27秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,186388,4.71,java

20时00分28秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,8.00,4.00,2779256,186388,4.71,java

20时00分29秒,1000,5624,1.00,1.00,0.00,0.00,1.02,0,3.00,2.00,2779256,186388,4.71,java

20时00分30秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186388,4.71,java

20时00分31秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,186388,4.71,java

20时00分32秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186388,4.71,java

20时00分33秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186388,4.71,java

20时00分34秒,1000,5624,1.00,0.00,0.00,0.00,0.50,0,7.00,2.00,2779256,186516,4.71,java

20时00分35秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186516,4.71,java

20时00分36秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,6.00,0.00,2779256,186516,4.71,java

20时00分37秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,7.00,2.00,2779256,186516,4.71,java

20时00分38秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,0.00,0.00,2779256,186516,4.71,java

20时00分39秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,5.00,0.00,2779256,186516,4.71,java

20时00分40秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,3.00,2779256,186516,4.71,java

20时00分41秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,1.00,2779256,186516,4.71,java

20时00分42秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,0.00,0.00,2779256,186516,4.71,java

20时00分43秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,1.00,2779256,186516,4.71,java

20时00分44秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,2779256,186516,4.71,java

20时00分45秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186516,4.71,java

20时00分46秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,4.00,1.00,2779256,186516,4.71,java

20时00分47秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186516,4.71,java

20时00分48秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186516,4.71,java

20时00分49秒,1000,5624,1.00,1.00,0.00,0.00,1.02,0,13.00,2.00,2779256,186516,4.71,java

20时00分50秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186516,4.71,java

20时00分51秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,186516,4.71,java

20时00分52秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,6.00,0.00,2779256,186644,4.71,java

20时00分53秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186644,4.71,java

20时00分54秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186644,4.71,java

20时00分55秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,1.00,2779256,186644,4.71,java

20时00分56秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,186644,4.71,java

20时00分57秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186644,4.71,java

20时00分58秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,15.00,1.00,2779256,186644,4.71,java

20时00分59秒,1000,5624,1.00,0.00,0.00,0.00,0.50,0,6.00,1.00,2779256,186644,4.71,java

20时01分00秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186644,4.71,java

20时01分01秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,186644,4.71,java

20时01分02秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186644,4.71,java

20时01分03秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,186644,4.71,java

20时01分04秒,1000,5624,2.00,1.00,0.00,0.00,1.52,0,186.00,36.00,2779256,187540,4.73,java

20时01分05秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,187540,4.73,java

20时01分06秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,187540,4.73,java

20时01分07秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,187540,4.73,java

20时01分08秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,1.00,2779256,187540,4.73,java

20时01分09秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,2.00,2779256,187540,4.73,java

20时01分10秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,1.00,1.00,2779256,187540,4.73,java

20时01分11秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,187540,4.73,java

20时01分12秒,1000,5624,0.99,0.00,0.00,0.00,0.51,0,1.98,0.00,2779256,187540,4.73,java

20时01分13秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,187540,4.73,java

20时01分14秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,187540,4.73,java

20时01分15秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,187540,4.73,java

20时01分16秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,23.00,5.00,2779256,187796,4.74,java

20时01分17秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,1.00,2779256,187796,4.74,java

20时01分18秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,0.00,0.00,2779256,187796,4.74,java

20时01分19秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,7.00,0.00,2779256,187796,4.74,java

20时01分20秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,187796,4.74,java

20时01分21秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,187796,4.74,java

20时01分22秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,1.00,2779256,187796,4.74,java

20时01分23秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,2779256,187796,4.74,java

20时01分24秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,1.00,2779256,187796,4.74,java

20时01分25秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,6.00,2.00,2779256,187796,4.74,java

20时01分26秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,187796,4.74,java

20时01分27秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,187796,4.74,java

20时01分28秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,158.00,36.00,2779256,188564,4.76,java

20时01分29秒,1000,5624,3.00,0.00,0.00,0.00,1.51,0,9.00,0.00,2779256,188564,4.76,java

20时01分30秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,2779256,188564,4.76,java

20时01分31秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,1.00,2779256,188564,4.76,java

20时01分32秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,188564,4.76,java

20时01分33秒,1000,5624,1.00,0.00,0.00,0.00,0.50,0,0.00,0.00,2779256,188564,4.76,java

20时01分34秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,9.00,0.00,2779256,188564,4.76,java

20时01分35秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188564,4.76,java

20时01分36秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188564,4.76,java

20时01分37秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,4.00,1.00,2779256,188564,4.76,java

20时01分38秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188564,4.76,java

20时01分39秒,1000,5624,0.00,1.00,0.00,0.00,0.50,0,5.00,1.00,2779256,188564,4.76,java

20时01分40秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,15.00,1.00,2779256,188692,4.76,java

20时01分41秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188692,4.76,java

20时01分42秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,4.00,0.00,2779256,188692,4.76,java

20时01分43秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,188692,4.76,java

20时01分44秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188692,4.76,java

20时01分45秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188692,4.76,java

20时01分46秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,0.00,3.00,2779256,188692,4.76,java

20时01分47秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,188692,4.76,java

20时01分48秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188692,4.76,java

20时01分49秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,4.00,1.00,2779256,188820,4.77,java

20时01分50秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,2.00,0.00,2779256,188820,4.77,java

20时01分51秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188820,4.77,java

20时01分52秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,17.00,1.00,2779256,188820,4.77,java

20时01分53秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,188820,4.77,java

20时01分54秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188820,4.77,java

20时01分55秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,1.00,2779256,188820,4.77,java

20时01分56秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188820,4.77,java

20时01分57秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,2.00,1.00,2779256,188820,4.77,java

20时01分58秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,188820,4.77,java

20时01分59秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,4.00,0.00,2779256,188820,4.77,java

20时02分00秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188820,4.77,java

20时02分01秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,10.00,1.00,2779256,188820,4.77,java

20时02分02秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188820,4.77,java

20时02分03秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,4.00,0.00,2779256,188820,4.77,java

20时02分04秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,7.00,1.00,2779256,188948,4.77,java

20时02分05秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,2.00,0.00,2779256,188948,4.77,java

20时02分06秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,188948,4.77,java

20时02分07秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,4.00,1.00,2779256,189076,4.77,java

20时02分08秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,189076,4.77,java

20时02分09秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,5.00,1.00,2779256,189076,4.77,java

20时02分10秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,189076,4.77,java

20时02分11秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189076,4.77,java

20时02分12秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,1.00,2779256,189076,4.77,java

20时02分13秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,189076,4.77,java

20时02分14秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189076,4.77,java

20时02分15秒,1000,5624,1.00,1.00,0.00,0.00,1.01,0,17.00,3.00,2779256,189076,4.77,java

20时02分16秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,189076,4.77,java

20时02分17秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189076,4.77,java

20时02分18秒,1000,5624,1.00,0.00,0.00,0.00,0.50,0,2.00,0.00,2779256,189076,4.77,java

20时02分19秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,42.00,13.00,2779256,189204,4.78,java

20时02分20秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,0.00,0.00,2779256,189204,4.78,java

20时02分21秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189204,4.78,java

20时02分22秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,189204,4.78,java

20时02分23秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,6.00,0.00,2779256,189204,4.78,java

20时02分24秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189204,4.78,java

20时02分25秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,1.00,2779256,189204,4.78,java

20时02分26秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189204,4.78,java

20时02分27秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,0.00,0.00,2779256,189204,4.78,java

20时02分28秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,2.00,2779256,189204,4.78,java

20时02分29秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,2779256,189204,4.78,java

20时02分30秒,1000,5624,1.00,0.00,0.00,0.00,0.51,0,0.00,0.00,2779256,189204,4.78,java

20时02分31秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,3.00,0.00,2779256,189204,4.78,java

20时02分32秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189204,4.78,java

20时02分33秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189204,4.78,java

20时02分34秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,8.00,0.00,2779256,189204,4.78,java

20时02分35秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189204,4.78,java

20时02分36秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,2779256,189204,4.78,java

20时02分37秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,9.00,1.00,2779256,189332,4.78,java

20时02分38秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189332,4.78,java

20时02分39秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,0.00,2779256,189332,4.78,java

20时02分40秒,1000,5624,0.00,1.00,0.00,0.00,0.50,0,2.00,0.00,2779256,189332,4.78,java

20时02分41秒,1000,5624,2.00,0.00,0.00,0.00,1.02,0,52.00,4.00,2779256,189460,4.78,java

20时02分42秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,2779256,189460,4.78,java

20时02分43秒,1000,5624,0.00,1.00,0.00,0.00,0.51,0,15.00,3.00,2779256,189588,4.79,java

20时02分44秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,2.00,1.00,2779256,189588,4.79,java

20时02分45秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189588,4.79,java

20时02分46秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,6.00,2.00,2779256,189588,4.79,java

20时02分47秒,1000,5624,1.00,0.00,0.00,0.00,0.50,0,0.00,0.00,2779256,189588,4.79,java

20时02分48秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189588,4.79,java

20时02分49秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,6.00,0.00,2779256,189588,4.79,java

20时02分50秒,1000,5624,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,2779256,189588,4.79,java

